Time,f0
0.021333333333333333,0.0
0.03133333333333333,0.0
0.04133333333333333,0.0
0.051333333333333335,0.0
0.06133333333333333,0.0
0.07133333333333333,0.0
0.08133333333333333,0.0
0.09133333333333334,0.0
0.10133333333333333,0.0
0.11133333333333334,0.0
0.12133333333333333,0.0
0.13133333333333333,0.0
0.14133333333333334,0.0
0.15133333333333332,0.0
0.16133333333333333,0.0
0.17133333333333334,0.0
0.18133333333333335,0.0
0.19133333333333333,0.0
0.20133333333333334,0.0
0.21133333333333335,0.0
0.22133333333333333,0.0
0.23133333333333334,0.0
0.24133333333333334,0.0
0.25133333333333335,0.0
0.2613333333333333,0.0
0.2713333333333333,0.0
0.2813333333333333,0.0
0.29133333333333333,0.0
0.30133333333333334,0.0
0.31133333333333335,0.0
0.32133333333333336,0.0
0.3313333333333333,0.0
0.3413333333333333,250.0
0.35133333333333333,255.31914893617022
0.36133333333333334,255.31914893617022
0.37133333333333335,258.06451612903226
0.38133333333333336,258.06451612903226
0.3913333333333333,258.06451612903226
0.4013333333333333,258.06451612903226
0.41133333333333333,258.06451612903226
0.42133333333333334,258.06451612903226
0.43133333333333335,258.06451612903226
0.44133333333333336,260.8695652173913
0.4513333333333333,260.8695652173913
0.4613333333333333,260.8695652173913
0.4713333333333333,260.8695652173913
0.48133333333333334,260.8695652173913
0.49133333333333334,260.8695652173913
0.5013333333333333,260.8695652173913
0.5113333333333333,260.8695652173913
0.5213333333333333,260.8695652173913
0.5313333333333333,260.8695652173913
0.5413333333333333,263.7362637362637
0.5513333333333333,263.7362637362637
0.5613333333333334,263.7362637362637
0.5713333333333334,263.7362637362637
0.5813333333333334,263.7362637362637
0.5913333333333334,258.06451612903226
0.6013333333333334,260.8695652173913
0.6113333333333333,260.8695652173913
0.6213333333333333,258.06451612903226
0.6313333333333333,258.06451612903226
0.6413333333333333,258.06451612903226
0.6513333333333333,258.06451612903226
0.6613333333333333,260.8695652173913
0.6713333333333333,260.8695652173913
0.6813333333333333,260.8695652173913
0.6913333333333334,260.8695652173913
0.7013333333333334,260.8695652173913
0.7113333333333334,260.8695652173913
0.7213333333333334,0.0
0.7313333333333333,0.0
0.7413333333333333,0.0
0.7513333333333333,0.0
0.7613333333333333,0.0
0.7713333333333333,0.0
0.7813333333333333,0.0
0.7913333333333333,218.1818181818182
0.8013333333333333,216.21621621621622
